unpalatability_treatment,density_treatment,experimental_day,site,record_date,species,fac_number,confidence,attacks
yes,high,1,90,6/6/22,junonia,9,,0
yes,high,1,90,6/6/22,junonia,10,,0
yes,high,1,90,6/6/22,junonia,11,,0
yes,high,1,90,6/6/22,junonia,12,,0
yes,high,1,90,6/6/22,junonia,13,,0
yes,high,1,90,6/6/22,junonia,14,,0
yes,high,1,90,6/6/22,junonia,15,,0
yes,high,1,90,6/6/22,junonia,16,,0
yes,high,1,90,6/6/22,junonia,17,,0
yes,high,1,90,6/6/22,junonia,18,,0
yes,high,1,90,6/6/22,junonia,19,,0
yes,high,1,90,6/6/22,junonia,20,,0
yes,high,1,90,6/6/22,junonia,21,,0
yes,high,1,90,6/6/22,junonia,22,,0
yes,high,1,90,6/6/22,junonia,23,,0
yes,high,1,90,6/6/22,junonia,24,,0
yes,high,1,90,6/6/22,junonia,25,,0
yes,high,1,90,6/6/22,junonia,26,,0
yes,high,1,90,6/6/22,junonia,27,,0
yes,high,1,90,6/6/22,junonia,28,,0
yes,high,1,90,6/6/22,junonia,29,,0
yes,high,1,90,6/6/22,junonia,30,,0
yes,high,1,90,6/6/22,junonia,31,,0
yes,high,1,90,6/6/22,junonia,32,,0
yes,high,1,90,6/6/22,junonia,33,,0
yes,high,1,90,6/6/22,junonia,34,,0
yes,high,1,90,6/6/22,junonia,35,,0
yes,high,1,90,6/6/22,junonia,36,,0
yes,high,1,90,6/6/22,junonia,37,,0
yes,high,1,90,6/6/22,junonia,38,,0
yes,high,1,90,6/6/22,junonia,39,,0
yes,high,1,90,6/6/22,junonia,40,,0
yes,high,1,91,6/6/22,iphiclus,1,Y,1
yes,high,1,91,6/6/22,iphiclus,2,,0
yes,high,1,91,6/6/22,iphiclus,3,,0
yes,high,1,91,6/6/22,iphiclus,4,,0
yes,high,1,91,6/6/22,iphiclus,5,,0
yes,high,1,91,6/6/22,iphiclus,6,,0
yes,high,1,91,6/6/22,iphiclus,7,,0
yes,high,1,91,6/6/22,iphiclus,8,,0
yes,high,1,91,6/6/22,iphiclus,9,,0
yes,high,1,91,6/6/22,iphiclus,10,,0
yes,high,1,91,6/6/22,iphiclus,11,,0
yes,high,1,91,6/6/22,iphiclus,12,,0
yes,high,1,91,6/6/22,iphiclus,13,,0
yes,high,1,91,6/6/22,iphiclus,14,,0
yes,high,1,91,6/6/22,iphiclus,15,,0
yes,high,1,91,6/6/22,iphiclus,16,,0
yes,high,1,91,6/6/22,iphiclus,17,,0
yes,high,1,91,6/6/22,iphiclus,18,,0
yes,high,1,91,6/6/22,iphiclus,19,,0
yes,high,1,91,6/6/22,iphiclus,20,,0
yes,high,1,91,6/6/22,iphiclus,21,,0
yes,high,1,91,6/6/22,iphiclus,22,,0
yes,high,1,91,6/6/22,iphiclus,23,,0
yes,high,1,91,6/6/22,iphiclus,24,,0
yes,high,1,91,6/6/22,iphiclus,25,,0
yes,high,1,91,6/6/22,iphiclus,26,,0
yes,high,1,91,6/6/22,iphiclus,27,,0
yes,high,1,91,6/6/22,iphiclus,28,,0
yes,high,1,91,6/6/22,iphiclus,29,,0
yes,high,1,91,6/6/22,iphiclus,30,,0
yes,high,1,91,6/6/22,iphiclus,31,,0
yes,high,1,91,6/6/22,iphiclus,32,,0
yes,high,1,91,6/6/22,iphiclus,33,,0
yes,high,1,91,6/6/22,iphiclus,34,,0
yes,high,1,91,6/6/22,iphiclus,35,,0
yes,high,1,91,6/6/22,iphiclus,36,,0
yes,high,1,91,6/6/22,iphiclus,37,,0
yes,high,1,91,6/6/22,iphiclus,38,,0
yes,high,1,91,6/6/22,iphiclus,39,,0
yes,high,1,91,6/6/22,iphiclus,40,,0
yes,high,1,91,6/6/22,serpa,1,M,1
yes,high,1,91,6/6/22,serpa,2,,0
yes,high,1,91,6/6/22,serpa,3,,0
yes,high,1,91,6/6/22,serpa,4,,0
yes,high,1,91,6/6/22,serpa,5,,0
yes,high,1,91,6/6/22,serpa,6,,0
yes,high,1,91,6/6/22,serpa,7,,0
yes,high,1,91,6/6/22,serpa,8,,0
yes,high,1,91,6/6/22,serpa,9,,0
yes,high,1,91,6/6/22,serpa,10,,0
yes,high,1,91,6/6/22,serpa,11,,0
yes,high,1,91,6/6/22,serpa,12,,0
yes,high,1,91,6/6/22,serpa,13,,0
yes,high,1,91,6/6/22,serpa,14,,0
yes,high,1,91,6/6/22,serpa,15,,0
yes,high,1,91,6/6/22,serpa,16,,0
yes,high,1,91,6/6/22,serpa,17,,0
yes,high,1,91,6/6/22,serpa,18,,0
yes,high,1,91,6/6/22,serpa,19,,0
yes,high,1,91,6/6/22,serpa,20,,0
yes,high,1,91,6/6/22,serpa,21,,0
yes,high,1,91,6/6/22,serpa,22,,0
yes,high,1,91,6/6/22,serpa,23,,0
yes,high,1,91,6/6/22,serpa,24,,0
yes,high,1,91,6/6/22,serpa,25,,0
yes,high,1,91,6/6/22,serpa,26,,0
yes,high,1,91,6/6/22,serpa,27,,0
yes,high,1,91,6/6/22,serpa,28,,0
yes,high,1,91,6/6/22,serpa,29,,0
yes,high,1,91,6/6/22,serpa,30,,0
yes,high,1,91,6/6/22,serpa,31,,0
yes,high,1,91,6/6/22,serpa,32,,0
yes,high,1,91,6/6/22,serpa,33,,0
yes,high,1,91,6/6/22,serpa,34,,0
yes,high,1,91,6/6/22,serpa,35,,0
yes,high,1,91,6/6/22,serpa,36,,0
yes,high,1,91,6/6/22,serpa,37,,0
yes,high,1,91,6/6/22,serpa,38,,0
yes,high,1,91,6/6/22,serpa,39,,0
yes,high,1,91,6/6/22,serpa,40,,0
yes,high,1,91,6/6/22,junonia,1,,0
yes,high,1,91,6/6/22,junonia,2,,0
yes,high,1,91,6/6/22,junonia,3,,0
yes,high,1,91,6/6/22,junonia,4,,0
yes,high,1,91,6/6/22,junonia,5,,0
yes,high,1,91,6/6/22,junonia,6,,0
yes,high,1,91,6/6/22,junonia,7,,0
yes,high,1,91,6/6/22,junonia,8,,0
yes,high,1,91,6/6/22,junonia,9,,0
yes,high,1,91,6/6/22,junonia,10,,0
yes,high,1,91,6/6/22,junonia,11,,0
yes,high,1,91,6/6/22,junonia,12,,0
yes,high,1,91,6/6/22,junonia,13,,0
yes,high,1,91,6/6/22,junonia,14,,0
yes,high,1,91,6/6/22,junonia,15,,0
yes,high,1,91,6/6/22,junonia,16,,0
yes,high,1,91,6/6/22,junonia,17,,0
yes,high,1,91,6/6/22,junonia,18,,0
yes,high,1,91,6/6/22,junonia,19,,0
yes,high,1,91,6/6/22,junonia,20,,0
yes,high,1,91,6/6/22,junonia,21,,0
yes,high,1,91,6/6/22,junonia,22,,0
yes,high,1,91,6/6/22,junonia,23,,0
yes,high,1,91,6/6/22,junonia,24,,0
yes,high,1,91,6/6/22,junonia,25,,0
yes,high,1,91,6/6/22,junonia,26,,0
yes,high,1,91,6/6/22,junonia,27,,0
yes,high,1,91,6/6/22,junonia,28,,0
yes,high,1,91,6/6/22,junonia,29,,0
yes,high,1,91,6/6/22,junonia,30,,0
yes,high,1,91,6/6/22,junonia,31,,0
yes,high,1,91,6/6/22,junonia,32,,0
yes,high,1,91,6/6/22,junonia,33,,0
yes,high,1,91,6/6/22,junonia,34,,0
yes,high,1,91,6/6/22,junonia,35,,0
yes,high,1,91,6/6/22,junonia,36,,0
yes,high,1,91,6/6/22,junonia,37,,0
yes,high,1,91,6/6/22,junonia,38,,0
yes,high,1,91,6/6/22,junonia,39,,0
yes,high,1,91,6/6/22,junonia,40,,0
yes,high,1,92,6/6/22,iphiclus,1,,0
yes,high,1,92,6/6/22,iphiclus,2,,0
yes,high,1,92,6/6/22,iphiclus,3,,0
yes,high,1,92,6/6/22,iphiclus,4,,0
yes,high,1,92,6/6/22,iphiclus,5,,0
yes,high,1,92,6/6/22,iphiclus,6,,0
yes,high,1,92,6/6/22,iphiclus,7,,0
yes,high,1,92,6/6/22,iphiclus,8,,0
yes,high,1,92,6/6/22,iphiclus,9,,0
yes,high,1,92,6/6/22,iphiclus,10,,0
yes,high,1,92,6/6/22,iphiclus,11,,0
yes,high,1,92,6/6/22,iphiclus,12,,0
yes,high,1,92,6/6/22,iphiclus,13,,0
yes,high,1,92,6/6/22,iphiclus,14,,0
yes,high,1,92,6/6/22,iphiclus,15,,0
yes,high,1,92,6/6/22,iphiclus,16,,0
yes,high,1,92,6/6/22,iphiclus,17,,0
yes,high,1,92,6/6/22,iphiclus,18,,0
yes,high,1,92,6/6/22,iphiclus,19,,0
yes,high,1,92,6/6/22,iphiclus,20,,0
yes,high,1,92,6/6/22,iphiclus,21,,0
yes,high,1,92,6/6/22,iphiclus,22,,0
yes,high,1,92,6/6/22,iphiclus,23,,0
yes,high,1,92,6/6/22,iphiclus,24,,0
yes,high,1,92,6/6/22,iphiclus,25,,0
yes,high,1,92,6/6/22,iphiclus,26,,0
yes,high,1,92,6/6/22,iphiclus,27,,0
yes,high,1,92,6/6/22,iphiclus,28,,0
yes,high,1,92,6/6/22,iphiclus,29,,0
yes,high,1,92,6/6/22,iphiclus,30,,0
yes,high,1,92,6/6/22,iphiclus,31,,0
yes,high,1,92,6/6/22,iphiclus,32,,0
yes,high,1,92,6/6/22,iphiclus,33,,0
yes,high,1,92,6/6/22,iphiclus,34,,0
yes,high,1,92,6/6/22,iphiclus,35,,0
yes,high,1,92,6/6/22,iphiclus,36,,0
yes,high,1,92,6/6/22,iphiclus,37,,0
yes,high,1,92,6/6/22,iphiclus,38,,0
yes,high,1,92,6/6/22,iphiclus,39,,0
yes,high,1,92,6/6/22,iphiclus,40,,0
yes,high,1,92,6/6/22,serpa,1,Y,1
yes,high,1,92,6/6/22,serpa,2,,0
yes,high,1,92,6/6/22,serpa,3,,0
yes,high,1,92,6/6/22,serpa,4,,0
yes,high,1,92,6/6/22,serpa,5,,0
yes,high,1,92,6/6/22,serpa,6,,0
yes,high,1,92,6/6/22,serpa,7,,0
yes,high,1,92,6/6/22,serpa,8,,0
yes,high,1,92,6/6/22,serpa,9,,0
yes,high,1,92,6/6/22,serpa,10,,0
yes,high,1,92,6/6/22,serpa,11,,0
yes,high,1,92,6/6/22,serpa,12,,0
yes,high,1,92,6/6/22,serpa,13,,0
yes,high,1,92,6/6/22,serpa,14,,0
yes,high,1,92,6/6/22,serpa,15,,0
yes,high,1,92,6/6/22,serpa,16,,0
yes,high,1,92,6/6/22,serpa,17,,0
yes,high,1,92,6/6/22,serpa,18,,0
yes,high,1,92,6/6/22,serpa,19,,0
yes,high,1,92,6/6/22,serpa,20,,0
yes,high,1,92,6/6/22,serpa,21,,0
yes,high,1,92,6/6/22,serpa,22,,0
yes,high,1,92,6/6/22,serpa,23,,0
yes,high,1,92,6/6/22,serpa,24,,0
yes,high,1,92,6/6/22,serpa,25,,0
yes,high,1,92,6/6/22,serpa,26,,0
yes,high,1,92,6/6/22,serpa,27,,0
yes,high,1,92,6/6/22,serpa,28,,0
yes,high,1,92,6/6/22,serpa,29,,0
yes,high,1,92,6/6/22,serpa,30,,0
yes,high,1,92,6/6/22,serpa,31,,0
yes,high,1,92,6/6/22,serpa,32,,0
yes,high,1,92,6/6/22,serpa,33,,0
yes,high,1,92,6/6/22,serpa,34,,0
yes,high,1,92,6/6/22,serpa,35,,0
yes,high,1,92,6/6/22,serpa,36,,0
yes,high,1,92,6/6/22,serpa,37,,0
yes,high,1,92,6/6/22,serpa,38,,0
yes,high,1,92,6/6/22,serpa,39,,0
yes,high,1,92,6/6/22,serpa,40,,0
yes,high,1,92,6/6/22,junonia,1,,0
yes,high,1,92,6/6/22,junonia,2,,0
yes,high,1,92,6/6/22,junonia,3,,0
yes,high,1,92,6/6/22,junonia,4,,0
yes,high,1,92,6/6/22,junonia,5,,0
yes,high,1,92,6/6/22,junonia,6,,0
yes,high,1,92,6/6/22,junonia,7,,0
yes,high,1,92,6/6/22,junonia,8,,0
yes,high,1,92,6/6/22,junonia,9,,0
yes,high,1,92,6/6/22,junonia,10,,0
yes,high,1,92,6/6/22,junonia,11,,0
yes,high,1,92,6/6/22,junonia,12,,0
yes,high,1,92,6/6/22,junonia,13,,0
yes,high,1,92,6/6/22,junonia,14,,0
yes,high,1,92,6/6/22,junonia,15,,0
yes,high,1,92,6/6/22,junonia,16,,0
yes,high,1,92,6/6/22,junonia,17,,0
yes,high,1,92,6/6/22,junonia,18,,0
yes,high,1,92,6/6/22,junonia,19,,0
yes,high,1,92,6/6/22,junonia,20,,0
yes,high,1,92,6/6/22,junonia,21,,0
yes,high,1,92,6/6/22,junonia,22,,0
yes,high,1,92,6/6/22,junonia,23,,0
yes,high,1,92,6/6/22,junonia,24,,0
yes,high,1,92,6/6/22,junonia,25,,0
yes,high,1,92,6/6/22,junonia,26,,0
yes,high,1,92,6/6/22,junonia,27,,0
yes,high,1,92,6/6/22,junonia,28,,0
yes,high,1,92,6/6/22,junonia,29,,0
yes,high,1,92,6/6/22,junonia,30,,0
yes,high,1,92,6/6/22,junonia,31,,0
yes,high,1,92,6/6/22,junonia,32,,0
yes,high,1,92,6/6/22,junonia,33,,0
yes,high,1,92,6/6/22,junonia,34,,0
yes,high,1,92,6/6/22,junonia,35,,0
yes,high,1,92,6/6/22,junonia,36,,0
yes,high,1,92,6/6/22,junonia,37,,0
yes,high,1,92,6/6/22,junonia,38,,0
yes,high,1,92,6/6/22,junonia,39,,0
yes,high,1,92,6/6/22,junonia,40,,0
yes,high,1,93,6/6/22,iphiclus,1,,0
yes,high,1,93,6/6/22,iphiclus,2,,0
yes,high,1,93,6/6/22,iphiclus,3,,0
yes,high,1,93,6/6/22,iphiclus,4,,0
yes,high,1,93,6/6/22,iphiclus,5,,0
yes,high,1,93,6/6/22,iphiclus,6,,0
yes,high,1,93,6/6/22,iphiclus,7,,0
yes,high,1,93,6/6/22,iphiclus,8,,0
yes,high,1,93,6/6/22,iphiclus,9,,0
yes,high,1,93,6/6/22,iphiclus,10,,0
yes,high,1,93,6/6/22,iphiclus,11,,0
yes,high,1,93,6/6/22,iphiclus,12,,0
yes,high,1,93,6/6/22,iphiclus,13,,0
yes,high,1,93,6/6/22,iphiclus,14,,0
yes,high,1,93,6/6/22,iphiclus,15,,0
yes,high,1,93,6/6/22,iphiclus,16,,0
yes,high,1,93,6/6/22,iphiclus,17,,0
yes,high,1,93,6/6/22,iphiclus,18,,0
yes,high,1,93,6/6/22,iphiclus,19,,0
yes,high,1,93,6/6/22,iphiclus,20,,0
yes,high,1,93,6/6/22,iphiclus,21,,0
yes,high,1,93,6/6/22,iphiclus,22,,0
yes,high,1,93,6/6/22,iphiclus,23,,0
yes,high,1,93,6/6/22,iphiclus,24,,0
yes,high,1,93,6/6/22,iphiclus,25,,0
yes,high,1,93,6/6/22,iphiclus,26,,0
yes,high,1,93,6/6/22,iphiclus,27,,0
yes,high,1,93,6/6/22,iphiclus,28,,0
yes,high,1,93,6/6/22,iphiclus,29,,0
yes,high,1,93,6/6/22,iphiclus,30,,0
yes,high,1,93,6/6/22,iphiclus,31,,0
yes,high,1,93,6/6/22,iphiclus,32,,0
yes,high,1,93,6/6/22,iphiclus,33,,0
yes,high,1,93,6/6/22,iphiclus,34,,0
yes,high,1,93,6/6/22,iphiclus,35,,0
yes,high,1,93,6/6/22,iphiclus,36,,0
yes,high,1,93,6/6/22,iphiclus,37,,0
yes,high,1,93,6/6/22,iphiclus,38,,0
yes,high,1,93,6/6/22,iphiclus,39,,0
yes,high,1,93,6/6/22,iphiclus,40,,0
yes,high,1,93,6/6/22,serpa,1,M,1
yes,high,1,93,6/6/22,serpa,2,,0
yes,high,1,93,6/6/22,serpa,3,,0
yes,high,1,93,6/6/22,serpa,4,,0
yes,high,1,93,6/6/22,serpa,5,,0
yes,high,1,93,6/6/22,serpa,6,,0
yes,high,1,93,6/6/22,serpa,7,,0
yes,high,1,93,6/6/22,serpa,8,,0
yes,high,1,93,6/6/22,serpa,9,,0
yes,high,1,93,6/6/22,serpa,10,,0
yes,high,1,93,6/6/22,serpa,11,,0
yes,high,1,93,6/6/22,serpa,12,,0
yes,high,1,93,6/6/22,serpa,13,,0
yes,high,1,93,6/6/22,serpa,14,,0
yes,high,1,93,6/6/22,serpa,15,,0
yes,high,1,93,6/6/22,serpa,16,,0
yes,high,1,93,6/6/22,serpa,17,,0
yes,high,1,93,6/6/22,serpa,18,,0
yes,high,1,93,6/6/22,serpa,19,,0
yes,high,1,93,6/6/22,serpa,20,,0
yes,high,1,93,6/6/22,serpa,21,,0
yes,high,1,93,6/6/22,serpa,22,,0
yes,high,1,93,6/6/22,serpa,23,,0
yes,high,1,93,6/6/22,serpa,24,,0
yes,high,1,93,6/6/22,serpa,25,,0
yes,high,1,93,6/6/22,serpa,26,,0
yes,high,1,93,6/6/22,serpa,27,,0
yes,high,1,93,6/6/22,serpa,28,,0
yes,high,1,93,6/6/22,serpa,29,,0
yes,high,1,93,6/6/22,serpa,30,,0
yes,high,1,93,6/6/22,serpa,31,,0
yes,high,1,93,6/6/22,serpa,32,,0
yes,high,1,93,6/6/22,serpa,33,,0
yes,high,1,93,6/6/22,serpa,34,,0
yes,high,1,93,6/6/22,serpa,35,,0
yes,high,1,93,6/6/22,serpa,36,,0
yes,high,1,93,6/6/22,serpa,37,,0
yes,high,1,93,6/6/22,serpa,38,,0
yes,high,1,93,6/6/22,serpa,39,,0
yes,high,1,93,6/6/22,serpa,40,,0
yes,high,1,93,6/6/22,junonia,1,,0
yes,high,1,93,6/6/22,junonia,2,,0
yes,high,1,93,6/6/22,junonia,3,,0
yes,high,1,93,6/6/22,junonia,4,,0
yes,high,1,93,6/6/22,junonia,5,,0
yes,high,1,93,6/6/22,junonia,6,,0
yes,high,1,93,6/6/22,junonia,7,,0
yes,high,1,93,6/6/22,junonia,8,,0
yes,high,1,93,6/6/22,junonia,9,,0
yes,high,1,93,6/6/22,junonia,10,,0
yes,high,1,93,6/6/22,junonia,11,,0
yes,high,1,93,6/6/22,junonia,12,,0
yes,high,1,93,6/6/22,junonia,13,,0
yes,high,1,93,6/6/22,junonia,14,,0
yes,high,1,93,6/6/22,junonia,15,,0
yes,high,1,93,6/6/22,junonia,16,,0
yes,high,1,93,6/6/22,junonia,17,,0
yes,high,1,93,6/6/22,junonia,18,,0
yes,high,1,93,6/6/22,junonia,19,,0
yes,high,1,93,6/6/22,junonia,20,,0
yes,high,1,93,6/6/22,junonia,21,,0
yes,high,1,93,6/6/22,junonia,22,,0
yes,high,1,93,6/6/22,junonia,23,,0
yes,high,1,93,6/6/22,junonia,24,,0
yes,high,1,93,6/6/22,junonia,25,,0
yes,high,1,93,6/6/22,junonia,26,,0
yes,high,1,93,6/6/22,junonia,27,,0
yes,high,1,93,6/6/22,junonia,28,,0
yes,high,1,93,6/6/22,junonia,29,,0
yes,high,1,93,6/6/22,junonia,30,,0
yes,high,1,93,6/6/22,junonia,31,,0
yes,high,1,93,6/6/22,junonia,32,,0
yes,high,1,93,6/6/22,junonia,33,,0
yes,high,1,93,6/6/22,junonia,34,,0
yes,high,1,93,6/6/22,junonia,35,,0
yes,high,1,93,6/6/22,junonia,36,,0
yes,high,1,93,6/6/22,junonia,37,,0
yes,high,1,93,6/6/22,junonia,38,,0
yes,high,1,93,6/6/22,junonia,39,,0
yes,high,1,93,6/6/22,junonia,40,,0
yes,high,1,94,6/6/22,iphiclus,1,,0
yes,high,1,94,6/6/22,iphiclus,2,,0
yes,high,1,94,6/6/22,iphiclus,3,,0
yes,high,1,94,6/6/22,iphiclus,4,,0
yes,high,1,94,6/6/22,iphiclus,5,,0
yes,high,1,94,6/6/22,iphiclus,6,,0
yes,high,1,94,6/6/22,iphiclus,7,,0
yes,high,1,94,6/6/22,iphiclus,8,,0
yes,high,1,94,6/6/22,iphiclus,9,,0
yes,high,1,94,6/6/22,iphiclus,10,,0
yes,high,1,94,6/6/22,iphiclus,11,,0
yes,high,1,94,6/6/22,iphiclus,12,,0
yes,high,1,94,6/6/22,iphiclus,13,,0
yes,high,1,94,6/6/22,iphiclus,14,,0
yes,high,1,94,6/6/22,iphiclus,15,,0
yes,high,1,94,6/6/22,iphiclus,16,,0
yes,high,1,94,6/6/22,iphiclus,17,,0
yes,high,1,94,6/6/22,iphiclus,18,,0
yes,high,1,94,6/6/22,iphiclus,19,,0
yes,high,1,94,6/6/22,iphiclus,20,,0
yes,high,1,94,6/6/22,iphiclus,21,,0
yes,high,1,94,6/6/22,iphiclus,22,,0
yes,high,1,94,6/6/22,iphiclus,23,,0
yes,high,1,94,6/6/22,iphiclus,24,,0
yes,high,1,94,6/6/22,iphiclus,25,,0
yes,high,1,94,6/6/22,iphiclus,26,,0
yes,high,1,94,6/6/22,iphiclus,27,,0
yes,high,1,94,6/6/22,iphiclus,28,,0
yes,high,1,94,6/6/22,iphiclus,29,,0
yes,high,1,94,6/6/22,iphiclus,30,,0
yes,high,1,94,6/6/22,iphiclus,31,,0
yes,high,1,94,6/6/22,iphiclus,32,,0
yes,high,1,94,6/6/22,iphiclus,33,,0
yes,high,1,94,6/6/22,iphiclus,34,,0
yes,high,1,94,6/6/22,iphiclus,35,,0
yes,high,1,94,6/6/22,iphiclus,36,,0
yes,high,1,94,6/6/22,iphiclus,37,,0
yes,high,1,94,6/6/22,iphiclus,38,,0
yes,high,1,94,6/6/22,iphiclus,39,,0
yes,high,1,94,6/6/22,iphiclus,40,,0
yes,high,1,94,6/6/22,serpa,1,,0
yes,high,1,94,6/6/22,serpa,2,,0
yes,high,1,94,6/6/22,serpa,3,,0
yes,high,1,94,6/6/22,serpa,4,,0
yes,high,1,94,6/6/22,serpa,5,,0
yes,high,1,94,6/6/22,serpa,6,,0
yes,high,1,94,6/6/22,serpa,7,,0
yes,high,1,94,6/6/22,serpa,8,,0
yes,high,1,94,6/6/22,serpa,9,,0
yes,high,1,94,6/6/22,serpa,10,,0
yes,high,1,94,6/6/22,serpa,11,,0
yes,high,1,94,6/6/22,serpa,12,,0
yes,high,1,94,6/6/22,serpa,13,,0
yes,high,1,94,6/6/22,serpa,14,,0
yes,high,1,94,6/6/22,serpa,15,,0
yes,high,1,94,6/6/22,serpa,16,,0
yes,high,1,94,6/6/22,serpa,17,,0
yes,high,1,94,6/6/22,serpa,18,,0
yes,high,1,94,6/6/22,serpa,19,,0
yes,high,1,94,6/6/22,serpa,20,,0
yes,high,1,94,6/6/22,serpa,21,,0
yes,high,1,94,6/6/22,serpa,22,,0
yes,high,1,94,6/6/22,serpa,23,,0
yes,high,1,94,6/6/22,serpa,24,,0
yes,high,1,94,6/6/22,serpa,25,,0
yes,high,1,94,6/6/22,serpa,26,,0
yes,high,1,94,6/6/22,serpa,27,,0
yes,high,1,94,6/6/22,serpa,28,,0
yes,high,1,94,6/6/22,serpa,29,,0
yes,high,1,94,6/6/22,serpa,30,,0
yes,high,1,94,6/6/22,serpa,31,,0
yes,high,1,94,6/6/22,serpa,32,,0
yes,high,1,94,6/6/22,serpa,33,,0
yes,high,1,94,6/6/22,serpa,34,,0
yes,high,1,94,6/6/22,serpa,35,,0
yes,high,1,94,6/6/22,serpa,36,,0
yes,high,1,94,6/6/22,serpa,37,,0
yes,high,1,94,6/6/22,serpa,38,,0
yes,high,1,94,6/6/22,serpa,39,,0
yes,high,1,94,6/6/22,serpa,40,,0
yes,high,1,94,6/6/22,junonia,1,,0
yes,high,1,94,6/6/22,junonia,2,,0
yes,high,1,94,6/6/22,junonia,3,,0
yes,high,1,94,6/6/22,junonia,4,,0
yes,high,1,94,6/6/22,junonia,5,,0
yes,high,1,94,6/6/22,junonia,6,,0
yes,high,1,94,6/6/22,junonia,7,,0
yes,high,1,94,6/6/22,junonia,8,,0
yes,high,1,94,6/6/22,junonia,9,,0
yes,high,1,94,6/6/22,junonia,10,,0
yes,high,1,94,6/6/22,junonia,11,,0
yes,high,1,94,6/6/22,junonia,12,,0
yes,high,1,94,6/6/22,junonia,13,,0
yes,high,1,94,6/6/22,junonia,14,,0
yes,high,1,94,6/6/22,junonia,15,,0
yes,high,1,94,6/6/22,junonia,16,,0
yes,high,1,94,6/6/22,junonia,17,,0
yes,high,1,94,6/6/22,junonia,18,,0
yes,high,1,94,6/6/22,junonia,19,,0
yes,high,1,94,6/6/22,junonia,20,,0
yes,high,1,94,6/6/22,junonia,21,,0
yes,high,1,94,6/6/22,junonia,22,,0
yes,high,1,94,6/6/22,junonia,23,,0
yes,high,1,94,6/6/22,junonia,24,,0
yes,high,1,94,6/6/22,junonia,25,,0
yes,high,1,94,6/6/22,junonia,26,,0
yes,high,1,94,6/6/22,junonia,27,,0
yes,high,1,94,6/6/22,junonia,28,,0
yes,high,1,94,6/6/22,junonia,29,,0
yes,high,1,94,6/6/22,junonia,30,,0
yes,high,1,94,6/6/22,junonia,31,,0
yes,high,1,94,6/6/22,junonia,32,,0
yes,high,1,94,6/6/22,junonia,33,,0
yes,high,1,94,6/6/22,junonia,34,,0
yes,high,1,94,6/6/22,junonia,35,,0
yes,high,1,94,6/6/22,junonia,36,,0
yes,high,1,94,6/6/22,junonia,37,,0
yes,high,1,94,6/6/22,junonia,38,,0
yes,high,1,94,6/6/22,junonia,39,,0
yes,high,1,94,6/6/22,junonia,40,,0
yes,high,1,95,6/6/22,iphiclus,1,,0
yes,high,1,95,6/6/22,iphiclus,2,,0
yes,high,1,95,6/6/22,iphiclus,3,,0
yes,high,1,95,6/6/22,iphiclus,4,,0
yes,high,1,95,6/6/22,iphiclus,5,,0
yes,high,1,95,6/6/22,iphiclus,6,,0
yes,high,1,95,6/6/22,iphiclus,7,,0
yes,high,1,95,6/6/22,iphiclus,8,,0
yes,high,1,95,6/6/22,iphiclus,9,,0
yes,high,1,95,6/6/22,iphiclus,10,,0
yes,high,1,95,6/6/22,iphiclus,11,,0
yes,high,1,95,6/6/22,iphiclus,12,,0
yes,high,1,95,6/6/22,iphiclus,13,,0
yes,high,1,95,6/6/22,iphiclus,14,,0
yes,high,1,95,6/6/22,iphiclus,15,,0
yes,high,1,95,6/6/22,iphiclus,16,,0
yes,high,1,95,6/6/22,iphiclus,17,,0
yes,high,1,95,6/6/22,iphiclus,18,,0
yes,high,1,95,6/6/22,iphiclus,19,,0
yes,high,1,95,6/6/22,iphiclus,20,,0
yes,high,1,95,6/6/22,iphiclus,21,,0
yes,high,1,95,6/6/22,iphiclus,22,,0
yes,high,1,95,6/6/22,iphiclus,23,,0
yes,high,1,95,6/6/22,iphiclus,24,,0
yes,high,1,95,6/6/22,iphiclus,25,,0
yes,high,1,95,6/6/22,iphiclus,26,,0
yes,high,1,95,6/6/22,iphiclus,27,,0
yes,high,1,95,6/6/22,iphiclus,28,,0
yes,high,1,95,6/6/22,iphiclus,29,,0
yes,high,1,95,6/6/22,iphiclus,30,,0
yes,high,1,95,6/6/22,iphiclus,31,,0
yes,high,1,95,6/6/22,iphiclus,32,,0
yes,high,1,95,6/6/22,iphiclus,33,,0
yes,high,1,95,6/6/22,iphiclus,34,,0
yes,high,1,95,6/6/22,iphiclus,35,,0
yes,high,1,95,6/6/22,iphiclus,36,,0
yes,high,1,95,6/6/22,iphiclus,37,,0
yes,high,1,95,6/6/22,iphiclus,38,,0
yes,high,1,95,6/6/22,iphiclus,39,,0
yes,high,1,95,6/6/22,iphiclus,40,,0
yes,high,1,95,6/6/22,serpa,1,,0
yes,high,1,95,6/6/22,serpa,2,,0
yes,high,1,95,6/6/22,serpa,3,,0
yes,high,1,95,6/6/22,serpa,4,,0
yes,high,1,95,6/6/22,serpa,5,,0
yes,high,1,95,6/6/22,serpa,6,,0
yes,high,1,95,6/6/22,serpa,7,,0
yes,high,1,95,6/6/22,serpa,8,,0
yes,high,1,95,6/6/22,serpa,9,,0
yes,high,1,95,6/6/22,serpa,10,,0
yes,high,1,95,6/6/22,serpa,11,,0
yes,high,1,95,6/6/22,serpa,12,,0
